TMT	BLOCK	PLOT	TREE	SPECIES	ORIG COND	85 DIA	85 COND	90 DIA	90 COND	95 DIA	95 COND	00 DIA	00 COND	09 DIA	09 COND	20 DIA	20 COND	2020 Notes	13 COND	NOTES 2013	NOTES    edited or added 2011 EH										
3	2	C	12	DF	1	17.7	1	18.2	1	17.9		18.3	4	18.5				10 ft snag			"09- DEAD STANDING, SNAG"	OK				note: directly off trail downhill					
3	2	C	13	DF	1	24	1	26.1	1	29.1	1	32.3	1	36.6	1	40.1	1					OK									
3	2	C	14	DF	1	30.5	1							 								OK									
3	2	C	15	DF	1	24.9	1							 								OK									
3	2	C	17	DF	1	30	1	32.7	1	36.7	1	41	1	46.9	1	52.9	1				09- INJURY AT 9FT	00-JUST DIED-GREEN WOOD OK									
3	2	C	19	DF	1	25	1							 								OK									
3	2	C	20	DF	1	30.3	1	30.9	1	32.2	1	34.1	1	36.9	2	37.9	2					OK									
3	2	C	21	DF	1	50.8	1	54.5	1	58.3	1	62.5	1	59.3	1	76	1					OK									
3	2	C	22	DF	1	23	1							 								OK									
3	2	C	23	DF	1				4		4		4	 	4		4					OK									
3	2	C	24	DF	1	35.3	1	37.2	1	40.5	1	43.9	1	47.7	1	51.8	1				09- FORKED TOP	OK									
3	2	C	25	DF	1	17	1	17	1	16.7	1	17.1	1	16.7	4			Missing			09- DEAD STANDING	OK									
3	2	C	26	DF	1	19.4	1							 								OK									
3	2	C	27	DF	1	20.3	1							 								OK									
3	2	C	28	DF	1	35	1							 								OK									
3	2	C	29	DF	1	17	1	16.9	1	17.1	4			 								OK									
3	2	C	30	DF	1	28.2	1	29.8	1	33.7	1	36.8	1	40.4	1	42.1	1					OK									
3	2	C	31	DF	1	27.2	1							 								OK									
3	2	C	32	DF	1	23.3	1							 								OK									
3	2	D	1	DF	3		3		3		3		3		3		3					OK									
3	2	D	2	DF	3		3		3		3		3		3		3					OK									
3	2	D	3	DF	2		3		3		3		3		3		3					OK									
3	2	D	4	DF	2		3		3		3		3		3		3					OK									
3	2	D	5	DF	2	29.9	1							 								OK									
3	2	D	6	DF	1		4		4					 								OK									
3	2	D	7	DF	1	29.3	1	32.8	1	35.7	1		3	 	3		3					00-DEAD PW OK		GPS NOTES 2009: 		PLOT 3-2D					
3	2	D	8	DF	1	24.2	1							 								OK		GARMIN 60C  WAYPOINT 			60				
3	2	D	9	DF	1									34.8	4							OK		ACCURACY + OR- 22FT							
3	2	D	10	DF	1	16.5	1							 								OK		"N44.53593°, W123.52480°"							
3	2	D	12	DF	1	19.1	1							 								OK		NOTE: ON TRAIL							
3	2	D	14	DF	1		4		4		4		4	 	4		4					OK									
3	2	D	16	DF	1	27	1							 								OK									
3	2	D	17	DF	1	35.6	1	40	1	44.8	1	50.5	1	57.7	1	60.9	1					OK									
3	2	D	18	DF	1	38.5	1	41.8	1	45.7	1	50.2	1	56.9	1	65.9	1					OK									
3	2	D	19	DF	1	26.2	1							 								OK									
3	2	D	20	DF	1	20.7	1							 								OK									
3	2	D	21	DF	1	19.4	1							 								OK									
3	2	D	22	DF	1	24.4	1	27.1	1	31	1	35.8	1	35.6	4		4	12 ft snag				OK									
3	2	D	24	DF	1	28.3	1	31.1	1	32	1	37.3	1	41.7	1	46.1	1					OK									
3	2	D	26	DF	1	39.9	1	43	1	47.9	1	52.6	1	59.1	1	65	1	On the trail.				OK									
3	2	D	27	DF	1	25.2	1							 								OK									
3	2	D	28	DF	1	24	1							 								OK									
3	2	D	29	DF	1	41	1	45	1	51.1	1	54	1	61	1	66.4	1	Tag#4610. Tree is right by the trail!				OK									
3	2	D	30	DF	1	23.4	1							 								OK									
3	2	D	31	DF	1		4							 								OK									
3	2	D	32	DF	1	28.6	1	29.6	1	32.2	1	33.4	1	36	2	39.7	2	Thin crown.			09- RED BRANCHES	OK									
3	2	D	33	DF	1	22.9	1							 								OK									
3	2	D	34	DF	1	20.9	1							 								OK									
3	2	D	35	DF	3		3		3		3		3	 	3		3					OK									
3	2	D	36	DF	3		3		3		3		3	 	3		3					OK									
3	2	E	1	DF	1	37.6	1							 								OK									
3	2	E	2	DF	1	54.7	1	58	1	62	1	65.3	1	70	1	74.3	1	Tag#4628			09- RED BRANCHES	OK									
3	2	E	3	DF	1	34.6	1	35.7	1	37.8	1	39.9	1	44.4	1	47.9	1					OK									
3	2	E	4	DF	1	39.9	1							 								OK									
3	2	E	5	DF	1	35.6	1							 								OK									
3	2	E	6	DF	1	31.7	1	32.7	1	34	1	35.6	1	38.2	2	40.8	2					OK									
3	2	E	7	DF	1	31	1	32	1	33	1	34.2	1	36	2	37.5	2					OK									
3	2	E	8	DF	1	57.5	1	61.5	1	63	1	66.5	1	72.8	1	79.3	1				09- RED BRANCHES	OK									
3	2	E	9	DF	1	22.2	1							 								OK									
3	2	E	10	DF	1	17.3	1	17.2	1	17.3	1	17.7	1	18.3	2			Missing.				00-STILL SUPPRESSED OK									
3	2	E	12	DF	1	44.5	1							 								OK									
3	2	E	13	DF	1	33	1			37.5	1	40.4	1	45.2	1	50.9	1					OK		GPS NOTES 2009: 		PLOT 3-2E					
3	2	E	14	DF	1	26.5	1							 								OK		GARMIN 60C  WAYPOINT 			59				
3	2	E	15	DF	1	60.4	1	63.3	1	68.8	1	69.9	1	75.8	1	77.8	1				09- RED BRANCHES	OK		ACCURACY + OR - 21FT							
3	2	E	16	DF	1	23.3	1							 								OK		"N44.53527°, W123.52546°"							
3	2	E	17	DF	1	23.2	1	23.4	1	24.2	1	25.9	1	27.8	2	29.2	2					OK									
3	2	E	18	DF	1	38.8	1	40	1	43.5	1	46.6	1	49.8	1	53	1				09- RED BRANCHES	OK									
3	2	E	19	DF	1	29.9	1							 								OK		NOTE: ON TRAIL							
3	2	E	20	DF	1	43.2	1							 								OK									
3	2	E	21	DF	1	42	1	44.5	1	46.9	1	49.3	1	53.4	1	58.5	1					OK									
3	2	E	23	DF	1	31.8	1	33.3	1	34.8	1	36.8	1	40.5	1	44	1					OK									
3	2	E	24	DF	1	31	1							 								OK									
3	3	A	1	DF	3		3		3		3		3	 	3		3					OK									
3	3	A	2	DF	1	39	1							 								OK									
3	3	A	3	DF	1	33.8	1	36.1	1	40.2	1	44.3	1	49.6	1	53.4	1					OK									
3	3	A	4	DF	1	41.5	1							 								OK									
3	3	A	5	DF	1	38.3	1	40.1	1		1	45.9	1	50.2	1	52.3	1	Tag 4536				OK									
3	3	A	6	DF	1	55.7	1	58.5	1	62.5	1	65.9	1	72.8	1	80.3	1					OK									
3	3	A	7	CH	1	22.8	4		4		4		4	 	4		4					OK									
3	3	A	8	DF	1	23.5	1							 								OK									
3	3	A	9	DF	1	49.3	1							 								OK									
3	3	A	10	DF	1	44.7	1							 								OK			GPS NOTES 2009: 		PLOT 3-3A				
3	3	A	11	DF	1	37.7	1	39.5	1	44	1	47	1	52.2	1	57.9	1					OK			GARMIN 60C  WAYPOINT 			96			
3	3	A	12	DF	1	26.9	1							 								OK			ACCURACY + 0R - 23FT						
3	3	A	13	DF	1	49.1	1							 								OK			"N44.53181°, W123.53346°"						
3	3	A	14	DF	1	45	1	47.9	1	51.7	1	55.8	1	62.1	1	68.9	1				09- BIG SCAR @DBH	OK									
3	3	A	15	DF	1	21.1	1							 								OK			NOTE: PREV. MENTIONED RD NOT APPARENT						
3	3	A	16	DF	1	23.5	1							 								OK			"IN 2009, LARGE ORANGE LINE PAINTED ON BIG "						
3	3	A	17	DF	3		3		3		3		3	 	3		3					OK			SNAG NE T TO PLOT						
3	3	A	18	DF	1	26.6	1															OK			AS OF 2009 THIS SITE IS VERY FAR FROM ANY RD OR TRAIL						
3	3	A	19	DF	1	26.7	1	26.7	4		4		4	 	4		4					OK									
3	3	A	20	DF	1	17	3		3		3		3	 	3		3					OK									
3	3	A	21	DF	1	34.8	1							 								OK									
3	3	A	22	DF	1	39.1	1	41.3	1	47.9	1	51.9	1	60	1	67.8	1				"09- METAL TAG, BIG SCAR"	OK									
3	3	A	23	DF	1	39.7	1							 								OK									
3	3	A	24	DF	1	24.1	1							 								OK									
3	3	A	25	DF	1	26.4	1							 								OK									
3	3	A	26	DF	1	32	1	34	1	35.7	1	39.4	1	42.2	1	44.1	1				09- BIG SCAR	00-FROST CRACK-LIKE SCAR(5-15') OK									
3	3	A	27	DF	1	50	1							 								OK									
3	3	A	28	DF	1	35	1							 								OK									
3	3	A	29	DF	1	42.1	1	43.6	1	48	1	51.3	1	57.3	1	61.5	1				09- BIG SCAR @DBH	00-PITCHED OVER CANKER OK									
3	3	A	30	DF	1	41.1	1			47.7	1	51.6	1	55.9	1	62	1					OK									
3	3	B	1	DF										 																	
3	3	B	2	DF	1	33.1	1							 								OK									
3	3	B	3	DF	1	37.7	1	41.1	1	44.6	1	47.6	1	52.4	1	59	1				09- PLOT TREE	OK									
3	3	B	4	DF	1	27.4	1							 								OK									
3	3	B	5	DF	1	49.3	1	50.7	4	51	4		4		4		4	25 ft snag			"09- top out, repainted, woodpecker holes"	OK									
3	3	B	6	DF	1	28	4		4		4		4		4		4					OK									
3	3	B	7	DF	1	30.8	1							 								OK									
3	3	B	8	DF	1	52.9	1	56.6	1	60.7	1	63.4	1	 	3		3				"09- found newly down tree ne t to #9, fell across DBH"	OK			GPS NOTES 2009: 		PLOT3-3B				
3	3	B	9	DF	1	42.5	1	46.5	1	50.8	1	56.7	1	64.1	1	69.3	1					OK			GARMIN 60C  WAYPOINT 			104			
3	3	B	10	DF	1	49.3	1	52.3	1	55.3	1	58.5	1	63.1	1	67.1	1					OK			ACCURACY +OR- 20FT						
3	3	B	11	DF	1	43.4	1	47.1	1	51.4	1	55	1	62	1	69.4	1					OK			"N44.53054°, W123.53620°"						
3	3	B	12	DF	1	31.8	1	34.4	1	37.6	1	42	1	49.1	1	57.4	1	Tag #4135				OK									
3	3	B	13	DF	1	20.2	1	20.1	1	20.2	1	20.4	1	21.5	2	21.2	2	Suppressed			"09- lost top, regrew, suppressed"	OK									
3	3	B	14	DF	1	47.7	1	51.2	1	57.3	1	59.5	1	66.1	1	75.1	4	Snag slightly below DBH				OK									
3	3	B	15	DF	1	22	3		3		3		3	 	3		3				09- repainted	OK									
3	3	B	16	DF	1	27	1							 								OK									
3	3	B	17	DF	3		3		3		3		3	 	3		3					OK									
3	3	B	18	DF	3		3		3		3		3	 	3		3					OK									
3	3	B	19	HL												19.2	1	New tree added to plot.													
3	3	C	1	DF	1	21.2	1	22.2	1	22.2	1	23.9	1	24.9	2	25.8	2	Tag 4732			09- suppressed	OK									
3	3	C	2	DF	1	29.8	1							 								OK									
3	3	C	3	DF	1	57.6	1	60.5	1	63.3	1	67.6	1	73.2	1	81.5	1					OK									
3	3	C	4	DF	1	36.4	1							 								OK									
3	3	C	5	DF	1	19.2	1							 								OK									
3	3	C	6	DF	1	29.7	1							 								OK									
3	3	C	7	DF	1	21	1							 								OK									
3	3	C	8	DF	1	66.2	1	68	1	72.7	1	77.7	1	81.3	1	87.8	1					OK									
3	3	C	9	DF	4		4		4		4		4	 	4		4					OK									
3	3	C	10	DF	1	23.4	3		3		3		3	 	3		3					OK									
3	3	C	11	DF	1	56.7	1	59.4	1	62.9	1	64	1	68.6	1	74.4	1					OK									
3	3	C	12	DF	1	49.5	1							 								OK									
3	3	C	13	DF	1	47.5	1							 								OK									
3	3	C	14	DF	1	40.7	1	42.4	1	46	1	46.7	1	49.5	1	51.5	1				"09- LOWERED DBH, TREE FELL ON IT"	OK									
3	3	C	15	DF	1	37.8	1							 								OK									
3	3	C	16	DF	1	25.4	1							 								OK				GPS NOTES 2009: 		3-3C			
3	3	C	17	DF	4		4		4		4		4		4		4					OK				GARMIN 60C  WAYPOINT 			70		
3	3	C	18	DF	1	38.5	1							 								OK				ACCURACY + OR- 27FT					
3	3	C	19	DF	1	22.2	1							 								OK				"N44.53221°, W123.53544°"					
3	3	C	20	DF	1	58.4	1	61	1	64.8	1	69.3	1	75.1	1	84.2	1					OK									
3	3	C	21	DF	4		4		4		4		4		4		4					OK									
3	3	C	22	DF	1	18.8	3		3		3		3		3		3					OK									
3	3	C	23	DF	1	23.4	1							 								OK									
3	3	C	24	DF	1	49	1							 								OK									
3	3	C	25	DF	1	21.7	1							 								OK									
3	3	C	26	DF	1	32.5	1							 								OK									
3	3	C	27	DF	1	36.5	1							 								OK									
3	3	C	28	DF	1	20.1	4		4		4		4		4		4					OK									
3	3	C	29	DF	1	40.2	1							 								OK									
3	3	C	30	DF	1	40	1	42.2	1	46.2	1	49.5	1	55.2	1	61.7	1					OK									
3	3	C	31	HL										20.9	1	28.3	1				09- ADDEDTHIS ROW TO E CEL SHEET WHY MISSING? Ls										
3	3	D	1	DF	1	58.2	1	61.1	1	64.9	1	71.3	1	80	1	88	1	Tag 4911			09- PLOT TREE	OK									
3	3	D	2	BM	1	30	1	30.1	1	35.7	1	37.9	1	43.7	1	44.4	1				"09- PAINT VERY WORN, REPAINTED"	OK									
3	3	D	3	DF	1	50.6	1							 								OK									
3	3	D	4	DF	1	41.3	1							 								OK					GPS NOTES 2009: 		PLOT3-3D		
3	3	D	5	DF	1	41.6	1							 								OK					GARMIN 60C  WAYPOINT 			95	
3	3	D	6	DF	1	41.5	1	41.7	1	44.5	1	47	1	49.8	1	56.6	1				"09- FORKED ABOUT 21' UP, DBH TAKEN @ 6FT DUE TO VINE MAPLE OBSTRUCTION"	00-FORKED AT 21' OK					ACCURACY + OR- 28FT				
3	3	D	7	DF	3		3		3		3		3	 	3		3					OK					"N44.53173°, W123.53445°"				
3	3	D	8	DF	1	32.8	1							 								OK									
3	3	D	9	DF	1	18	3		3		3		3		3		3					OK									
3	3	D	10	DF	1	16.9	4		4		4		4		4		4					OK									
3	3	D	11	DF	1	28.7	1							 								OK									
3	3	D	12	DF	1	47.7	1	49	4		4		4		4		4					OK							NOTES: USE THE FORKED 		
3	3	D	13	DF	1	39.3	1							 								OK							TREES TO SIGHT THIS		
3	3	D	14	DF	1	21.6	3		3		3		3		3		3					OK							PLOT FROM A DISTANCE		
3	3	D	15	DF	1	51	1	51.2	1	55	1	61.4	1	73	1	85.5	1				"09- ALMOST IN DRAW, BIG SCAR ON DOWNHILL SIDE OF TREE"	OK									
3	3	D	16	DF	1	51.4	1							 								OK									
3	3	D	17	DF	1	21.7	4		4		4		4		4		4					OK									
3	3	D	18	DF	1	29.9	1															OK									
3	3	D	19	DF	3		3		3		3		3		3		3					OK									
3	3	D	21	DF	1	69	1	72.9	1	78	1	86.6	1	94.7	1	102.8	1				09- FORKED AT 45' FROM GRND	00-FORKED AT 21' OK	AT 45' OK								
3	3	D	22	DF	1	49.4	1							 								OK									
3	3	D	23	DF	1	44.7	1			55.5	1	62	1	72	1	81.7	1				"95-no paint or tag - now painted 23   01-old scar from 3-6' 10% circum, 09- NICE CROWN, BIG SCAR @ DBH"	OK									
3	3	E	1	DF	1	68.7	1	72.5	1	77.2	1	83.9	1	90.5	1	99.4	1	Tag 4907 				OK									
3	3	E	2	DF	1	72.5	1							 								OK									
3	3	E	3	DF	1	22.8	1							 								OK		GPS NOTES 2009: 		PLOT3-3E					
3	3	E	4	DF	1	28.3	1	29.2	1	31.1	1	32.6	1	34	1	34.8	1					OK		GARMIN 60C  WAYPOINT 			69				
3	3	E	5	DF	1	27	1							 								OK		ACCURACY + OR- 25FT							
3	3	E	6	DF	1	17.5	4		4		4		4	 	4		4					OK		"N44.53246°, W123.53612°"							
3	3	E	7	DF	1	48.3	1	48.3	1	49.4	1	52.9	1	51.9	1	54.5	1					OK									
3	3	E	8	DF	1	44.5	1							 								OK									
3	3	E	9	DF	1	54.3	1							 								OK									
3	3	E	10	DF	1	39	1	41.2	1	43.1	1	45.5	1	49	1	54.4	1				"09- TOP OFF, RECOVERED"	OK									
3	3	E	11	DF	1	27.1	1							 								OK									
3	3	E	12	DF	1	27.5	1							 								OK									
3	3	E	13	DF	1	18.6	1							 								OK									
3	3	E	14	DF	1	23	1							 								OK									
3	3	E	15	DF	1	39	1							 								OK									
3	3	E	16	DF	1	26.5	1							 								OK									
3	3	E	17	DF	1	37.1	1							 								OK									
3	3	E	18	DF	1	72.5	1	74.5	1	80.1	1	84.3	1	89.8	1	99	1					OK									
3	3	E	19	DF	1	29.9	1	31.2	1	34	1	36.1	1	38.6	1	40.4	1					OK									
3	3	E	20	DF	1	29.4	1							 								OK									
3	4	A	1	DF	1	49.4	1							 								OK									
3	4	A	2	DF	1	43.1	1	45.4	1	48.1	1	50.7	1	55.1	1	59.8	1	 This plot intersects with 3-4F!!!			tree also 3-4F #12	OK		GPS NOTES 2009: 		PLOT 3-4A &3-4F					
3	4	A	3	DF	1	28.1	1	28.5	1	28.5	1	28.6	1	29	2	28.6	2	"Same as 11 on 3-4F, very thin crown."			"tree also 3-4F #11  09- SUPPRESSED, SMALL CROWN"	OK		GARMIN 60C  WAYPOINT 			105				
3	4	A	4	DF	1	35.1	1							 								OK		ACCURACY + OR- 18FT							
3	4	A	5	DF	1	63.7	1	67.1	1	69.9	1	73.5	1	78.4	1	84.6	1				tree also 3-4F #13	OK		"N44.52752°, W123.53978°"							
3	4	A	6	DF	4		1		1					 								OK		NOTE: GPS TAKEN AT TREE 3-4F #19							
3	4	A	7	DF	1	55	1	57.4	1	60	1	62.7	1	67.8	1	79	1				tree also 3-4F #8  	OK									
3	4	A	8	DF	1	50.4	1							 								OK									
3	4	A	9	DF	4		4		4		4		4		4		4					OK									
3	4	A	10	DF	1	76.1	1	79.7	1	87.2	1	89.3	1	98.6	1	108.5	1	Tag #4225			09- PLOT TREE	OK									
3	4	C	1	DF	1	43.3	1	44.9	1	47	1	50.7	1	55.4	1	60.2	2	Tag #4428. Thin crown possible LLR. Within 5 meters infected tree #2.			09- PLOT TREE	OK									
3	4	C	2	DF	1	52.3	1	54.8	1	58.8	1	59.1	1	62.5	1		3	LRR setal hyphae!! Tree split and blown over could not get DBH. (Photos)				OK									
3	4	C	3	DF	1	29.6	1							 								OK									
3	4	C	4	DF	1	48.2	1	49.8	1	52.1	1	54.9	1	59.2	1	63.4	1				09- ONE RED BRANCH	OK									
3	4	C	5	DF	1	27.3	1							 								OK									
3	4	C	6	DF	3		3		3		3		3		3		3					OK									
3	4	C	7	DF	1	33.5	1	35.5	1	38.9	1	43.1	1	47.9	1	53.7	1					OK									
3	4	C	8	DF	1	24.6	1							 								OK									
3	4	C	9	DF	1	38	1							 								OK									
3	4	C	10	DF	1	41.8	1							 								OK									
3	4	C	11	DF	1	24.1	1							 								OK									
3	4	C	12	DF	1	39.1	1							 								OK			GPS NOTES 2009: 		PLOT3-4C				
3	4	C	13	DF	1	29.5	1							 								OK			GARMIN 60C  WAYPOINT 			106			
3	4	C	14	DF	1	28.2	1							 								OK			ACCURACY +OR-		31FT				
3	4	C	15	DF	1	32.4	1							 								OK			"N44.52759°, W123.53824°"						
3	4	C	16	DF	1		3		3		3		3		3		3					OK									
3	4	C	17	DF	1	22.5	1							 								OK									
3	4	C	18	DF	1	16.9	1							 								OK									
3	4	C	19	DF	1	33	1							 								OK									
3	4	C	20	DF	1	28.9	1							 								OK									
3	4	C	21	DF	1	22.4	1							 								OK									
3	4	C	22	DF	1	18.7	1							 								OK									
3	4	C	23	DF	1	18.5	1							 								OK									
3	4	C	24	DF	1	25.8	1							 								OK									
3	4	C	25	DF	1	46.2	1	49.4	1	53.4	1	57.7	1	63.2	1	68.7	1				09- BLACK SCAR ON LOWER BOLE	OK									
3	4	C	26	DF	3		3		3		3		3		3		3					OK									
3	4	C	27	DF	1	46.9	1	49.1	1	51.6	1	54.2	1	57.7	1	62.7	1				09- METAL TAG	OK									
3	4	C	28	DF	1	50.7	1	54	1	57.4	1	60.4	1	66.1	1	72.3	1				09- METAL TAG	OK									
3	4	D	1	DF	1	57.6	1	61.4	1	67.7	1	68.4	1	74.1	1	80	1	tag#4177			09- PLOT TREE	OK									
3	4	D	2	DF	1	49.5	1							 								OK									
3	4	D	3	DF	1	20	1							 								OK			GPS NOTES 2009: 		plot 3-4d				
3	4	D	4	DF	1	55.8	1	49.6	1	64.6	1	68.5	1	75.9	1	83.4	1				09- some red branches	OK			GARMIN 60C  WAYPOINT 			107			
3	4	D	5	DF	1	49.1	1	47	4		4		4	 	4		4	30ft snag.			09- repainted	OK			ACCURACY +OR-		22ft				
3	4	D	6	DF	1	58.7	1	63	1	66.2	1	71	1	75.7	1	82.6	1				09- few red branches and a small crown	OK			"N44.52788°, W123.54063°"						
3	4	D	7	DF	1	55.2	1	58.8	1	62.8	1	66.2	1	73	1	82	1					OK									
3	4	D	8	DF	1	55.5	1	60.8	1	66.4	1	72.9	1	82.7	1	92.7	1					OK									
3	4	E	1	HL		68.2	1			74.4	1	77.6	1	82.8	1	90.1	1	Tag #4003				OK									
3	4	E	2	DF		39.6	1			43.7	1	44.8	1	 	4		4				"09- NOTE THERE ARE NEWLY FALLEN TREES, WHICH ARE PROBABLY PLOT TREES"	OK									
3	4	E	3	DF		52.8	1							 	4		4					OK									
3	4	E	4	DF		28	1							 	4		4					OK									
3	4	E	5	DF		24	1			24	4		4	 	4		4				00-CHOPPED 2000-NO EVIDENCE OF PW-DEAD STANDING	OK									
3	4	E	6	RC		16.7	1							 								OK									
3	4	E	7	DF		20.3	3		3		3		3		3		3										OK				
3	4	E	8	DF			3		3		3		3		3		3				85-dead and down PW	OK									
3	4	E	9	DF			3		3		3		3		3		3				85-dead PW	OK									
3	4	E	10	DF			3		3		3		3		3		3				85-dead PW	OK									
3	4	E	11	DF		20.6	1																								
3	4	E	12	DF		34.3	1			34.3	3		3		3		3				00-PW	OK									
3	4	E	13	DF		62.5	1			65	1	66.5	1	 	4						"09- NOTE THERE ARE NEWLY FALLEN TREES, WHICH ARE PROBABLY PLOT TREES"	OK									
3	4	E	14	DF		19.5	1							 	4							OK									
3	4	E	16	DF			3		3		3		3		3		3				85-dead and down PW	OK									
3	4	E	17	DF		20.8	3		3		3		3		3		3					OK					GPS NOTES 2009: 		PLOT 3-4E		
3	4	E	18	DF			3		3		3		3		3		3				85-not big enough to measure	OK					GARMIN 60C  WAYPOINT 			86	
3	4	E	19	DF			3		3		3		3		3		3				85-dead and down PW	OK					ACCURACY +OR-		23FT		
3	4	E	20	DF			3		3		3		3		3		3				85-dead and down PW	OK					"N44.52975°, W123.53804°"				
3	4	E	21	DF			3		3		3		3		3		3				85-dead and down PW	OK									
3	4	E	22	DF		31.7	1			38	1	42.1	1	47.3	1	51.9	1				"00-LEANER-PW ALL AROUND, 09- STILL LEANING PREVIOUSLY SUPPRESSED"	OK									
3	4	E	23	DF		46	1							 								OK									
3	4	E	24	DF		17.7	1							 										OK							
3	4	E	25	DF		18.7	3		3		3		3		3		3					OK									
3	4	E	26	DF		21.7	3		3		3		3		3		3					OK									
3	4	E	27	DF			3		3		3		3		3		3				85-dead and down PW	OK									
3	4	E	28	DF			3		3		3		3		3		3				85-dead and down PW	OK									
3	4	E	29	HL												15.7	1	New tree added to plot.													
3	4	F	1	DF	1	60.7	1	63.3	1	66.4	1	68.4	1	73.3	1	85.7	1	BE ADVISED THIS PLOT OVERLAPS WITHN3-4A!!!!			09- PLOT TREE	OK									
3	4	F	2	DF	1	18.3	4		4		4		4	 	4		4					OK									
3	4	F	3	DF	1	54.4	1	56.9	1	60.4	1	62.2	1	66.5	1	71.6	1					OK									
3	4	F	4	DF	1	37.1	1							 								OK									
3	4	F	5	DF	1	35.5	1							 								OK									
3	4	F	6	DF	1	54.3	1	56.4	1	59.8	1	60.8	1	64.3	1	67.8	1					OK									
3	4	F	7	DF	1	35.1	1							 								OK									
3	4	F	8	DF	1	55	1	57.4	1	60	1	62.7	1	67.8	1	79	1				ALSO TREE 3-4A #7	OK			GPS NOTES 2009: 		PLOT 3-4A &3-4F				
3	4	F	9	DF	1	50.4	1							 								OK			GARMIN 60C  WAYPOINT 			105			
3	4	F	10	DF	4	24.1	4		4		4		4		4		4					OK			ACCURACY + OR- 18FT						
3	4	F	11	DF	1	28.1	1	28.5	1	28.5	1	28.6	1	29	2	28.6	2	Very thin crown.			"09- SUPPRESSED, SMALL CROWN"	OK	ALSO TREE 3-4A # 3		"N44.52752°, W123.53978°"						
3	4	F	12	DF	1	43.1	1	45.4	1	48.1	1	50.7	1	55.1	1	59.8	1	Tag#4006			ALSO TREE 3-4A # 2	OK			NOTE: GPS TAKEN AT TREE 3-4F #19						
3	4	F	13	DF	1	63.7	1	67.1	1	69.9	1	73.5	1	78.4	1	84.6	1				ALSO TREE 3-4A # 5	OK									
3	4	F	14	DF	1	26.5	3		3					 								OK									
3	4	F	15	DF	1	40.9	1							 								OK									
3	4	F	16	DF	1	64.9	1	67.6	1	70.7	1	74.1	1	79.6	1	86.7	1				09- some red branches	OK									
3	4	F	17	DF	1	34.3	1	34.1	4		4		4		4		4				09- repainted	OK									
3	4	F	18	DF	1	52.9	1	54.9	1	69.3	1	71	1	76.5	1	81.5	1					OK									
3	4	F	19	DF	1	61.3	1	61.3	1	64.2	1	64.2	1	67.9	1	73	1				09- some red branches IN THE LOWER CROWN	OK									
3	4	F	20	DF	3	20.6	3		3		3		3		3		3					OK									
3	5	A	1	HL	1	56.7	1	57.1	1	58	1	58.5	1	60.4	1	63.2	1	Tag #4033			09- PLOT TREE	OK									
3	5	A	2	HL	1	80	1	80	1	81.3	1	82.8	1	84.8	1	86.7	1				09- SHARES STEM WITH #1	OK									
3	5	A	3	HL	4		4		4		4		4		4		4					OK						GPS NOTES 2009: 		PLOT 3-5A	
3	5	A	4	HL	1	42	1	43.4	1	43	1	42.7	1	43.5	1	45.2	1				ALSO TREE 3-5C#5	OK						GARMIN 60C  WAYPOINT 			83
3	5	A	5	HL	1	117.3	1	118.5	1	126.7	1	124.8	1	127	1	129.2	1					OK						ACCURACY +OR-		19FT	
3	5	A	6	HL	1	97.6	1	99	1	101.8	1	101.2	1	102.3	1	106.1	1				09- HUGE SCAR 15' LONG RUNNING UP BOLE						OK	"N44.52611°, W123.53862°"			
3	5	A	7	HL	1	67.1	1							 								OK									
3	5	A	8	HL	1	109.7	1	110.1	1	111.7	1	114.3	1	116.2	1	119.1	1					OK									
3	5	A	9	HL	1	77.3	1	80	1	82.7	1	85.9	1	90.3	1	92.4	1				09- MISTLETOE	OK									
3	5	B	1	DF	1	47.6	1	49.4	1	52.2	1	55.1	1	58.1	1	63.5	1	Tag 4624			09- PLOT TREE	OK									
3	5	B	2	DF	1	17.4	1	17.7	1	17.4	3		3	 	3		3					OK									
3	5	B	3	DF	1	53.5	1	55.9	1	57.2	1	58.5	1	 	4		4				?	OK									
3	5	B	4	HL	1	61.8	1	63.9	1	65.9	1	69.1	1	72.1	1	80.3	1					OK									
3	5	B	5	DF	1	32.1	1							 								OK									
3	5	B	6	DF	3	58.9	3		3		3		3	 	3		3					OK									
3	5	B	7	DF	1		1							 								OK									
3	5	B	8	DF	1		3		3		3		3	 	3		3					OK									
3	5	B	9	DF	1	20.1	1							 								OK									
3	5	B	10	DF	3		3		3		3		3	 	3		3					OK									
3	5	B	11	HL	1	29.1	1	31.8	1	37.6	1	42.3	1	50.7	1	57.3	1					OK									
3	5	B	12	DF	1	32.6	1							 								OK			GPS NOTES 2009: 		PLOT 3-5B				
3	5	B	13	DF	1	39.8	1	42.3	1	44.4	1	46.5	1	50.2	1	53.4	1				"09- SMALLISH CROWN, SOMEWHAT UNHEALTHY"	OK			GARMIN 60C  WAYPOINT 			81			
3	5	B	14	DF	1	57	1	56.2	1	58	1	58.5	1	 	3						09- DOWN ON THE GROUND PW CONFIRMED	OK			ACCURACY +OR-		22FT				
3	5	B	15	DF	1	23.6	1							 								OK			"N44.52468°, W123.54369°"						
3	5	B	16	DF	1	36.1	1							 								OK									
3	5	B	17	HL	1	27	1							 								OK									
